molregno,molecular_complexity,mean_standard_value
2235492,6.21,145.0
2235500,3.93,807.0
2235541,5.64,91.0
2235684,7.82,7100.0
2235880,4.98,16.0
2235930,5.68,13620.0
2236115,6.91,9.1
2236183,5.48,1980.0
2236335,7.3,6700.0
2236515,5.77,30.0
2236830,6.55,33900.0
2236909,6.26,1780.0
2237033,7.79,13.0
2237134,7.07,12200.0
2237213,7.21,30.0
2237226,5.88,10000.0
2237325,6.33,1410.0
2237358,5.77,8480.0
2237725,5.31,6510.0
2237800,7.22,360.0
2237950,3.13,1016.0
2238007,5.74,290.0
2238138,4.96,896.0
2238202,6.27,3210.0
2238229,7.25,2900.0
2238436,5.55,20.0
2238520,6.06,39.0
2238582,3.92,24600.0
2238639,5.82,1090.0
2238648,5.36,2.0
2238798,5.51,20.0
2239207,6.64,2500.0
2239394,6.09,39.5
2239457,6.89,5.8
2239498,3.9,9788.0
2239549,5.87,3544.5
2239749,6.6,2.2
2239769,5.34,4130.0
2239933,5.5,3900.0
2240130,5.19,10.0
2240136,6.47,23000.0
2240264,5.91,213.5
2240307,5.98,3970.0
2240379,5.16,107.0
2240414,5.78,5530.0
2240789,5.9,902.0
2240797,5.89,118.0
2240909,5.51,30.0
2241053,5.16,97.0
2241088,6.13,220.0
2241186,5.11,10.0
2241233,6.06,44.5
2241263,5.11,85300.0
2241310,7.33,9900.0
2241516,6.02,3.5
2241730,6.47,59.6
2241783,4.03,2200.0
2241910,4.82,806.0
2241996,4.51,5100.0
2242091,5.19,80.0
2242323,6.32,81.8
2242425,7.16,9400.0
2242481,5.64,50.0
2242603,5.47,690.0
2243030,4.3,3100.0
2243244,5.98,138.0
2243417,3.31,1907.0
2243448,5.65,22250.0
2243718,4.83,81900.0
2243760,6.97,860.0
2243812,6.9,1800.0
2243943,6.57,1.95
2244162,6.99,9.38
2244307,6.11,13100.0
2244395,4.9,10000.0
2244466,6.08,269.0
2244584,6.56,2900.0
2244620,5.4,61100.0
2244740,7.78,474.0
2244750,6.23,3.11
2244841,6.47,9300.0
2245027,6.02,1185.0
2245044,5.96,5.99
2245087,5.58,21320.0
2245251,6.13,35500.0
2245419,5.85,37000.0
2245508,6.56,7400.0
2245539,7.6,370.0
2257442,5.22,1755.0
2257536,7.3,2270.0
2257574,6.87,240.0
2257612,5.43,44330.0
2257691,6.67,33.0
2257821,6.02,50.0
2257977,5.86,187.0
2257994,5.71,1360.0
2258083,4.73,520.0
2258168,6.9,350.0
2258179,5.21,910.0
2258206,7.29,2260.0
2258252,6.78,0.82
2258259,5.86,1432.0
2258317,5.56,84.0
2258386,6.89,8280.0
2258491,5.17,25.0
2258541,6.85,1350.0
2258669,6.71,5.3
2258673,5.43,2623.0
2258911,7.41,3110.0
2259019,5.64,424.0
2259051,4.63,935.0
2259093,6.35,1.1
2259172,5.88,708.0
2259202,5.99,46.0
2259351,5.88,29.0
2259409,6.12,434.5
2259467,6.84,230.0
2259493,5.34,3470.0
2259622,6.97,1840.0
2259644,6.71,3.0
2259653,5.82,1484.0
2259682,4.64,1490.0
2259693,5.87,728.0
2259759,6.75,15.0
2259766,6.76,8600.0
2260123,5.82,203.0
2260199,4.54,12890.0
2260272,7.18,10800.0
2260407,5.81,265.0
2260413,7.1,20300.0
2260484,6.81,4.2
2260561,5.72,6180.0
2260593,6.66,2720.0
2260650,5.44,122.0
2260734,5.01,745.0
2260811,6.1,355.0
2260888,5.56,3668.0
2260927,5.38,12100.0
2261005,6.37,0.84
2261012,6.9,4380.0
2261065,4.8,37050.0
2261104,5.06,35.0
2261115,5.31,719.0
2261120,5.49,496.0
2261138,6.82,6.4
2261262,5.25,147.0
2261295,5.82,1015.0
2261486,7.31,19000.0
2261612,5.55,84.0
2261636,7.21,7600.0
2261802,6.48,5300.0
2261941,6.76,7.1
2261953,6.35,6980.0
2262198,5.22,1190.0
2262205,3.63,3600.0
2262410,4.73,647.0
2262553,6.13,4500.0
2262559,4.77,1110.0
2262608,6.63,285.5
2262683,6.78,503.5
2262704,6.51,4665.0
2263062,4.37,2800.0
2263186,5.84,95000.0
2263532,4.39,7420.0
2263561,6.38,11800.0
2263680,5.1,4730.0
2263742,7.07,1.4
2263860,4.2,24000.0
2264140,3.53,89000.0
2264221,5.99,11300.0
2264270,4.79,4800.0
2264453,4.25,2800.0
2264459,2.98,93000.0
2264464,5.21,375.0
2264509,4.98,1000.0
2264528,6.69,1910.0
2264610,6.57,1400.0
2264750,5.44,240.0
2264852,4.74,12100.0
2264869,7.06,2300.0
2264938,4.39,23000.0
2265039,6.18,15820.0
2265055,5.53,11900.0
2265064,5.54,400.0
2265147,6.51,5700.0
2265273,6.73,7395.0
2265657,4.08,5860.0
2265663,5.66,6.8
2265745,6.11,40700.0
2265967,6.81,53.7
2265995,6.5,8235.0
2266059,6.7,77.0
2266060,4.01,2860.0
2266128,5.77,27100.0
2266194,5.58,3000.0
2266383,6.74,831.4
2266397,6.1,7960.0
2266405,6.25,114.4
2266463,6.78,1571.5
2266771,5.88,500.0
2266834,6.05,76700.0
2266894,3.02,7300.0
2266919,6.64,337.1
2266961,2.2,61000.0
2267012,5.75,22900.0
2267081,5.2,110.0
2267401,5.59,3760.0
2267662,3.48,400.0
2267693,5.08,12301.345
2267813,5.89,3200.0
2267929,5.02,1300.0
2267948,6.66,175.3
2268032,6.85,2700.0
2268041,6.35,17700.0
2268068,5.23,32200.0
2268107,4.67,4900.0
2268186,5.23,3960.0
2268372,4.25,24000.0
2268409,5.56,6.8
2268459,5.54,7550.0
2268512,5.7,270.0
2268518,5.88,3000.0
2268827,7.03,110.0
2268907,5.58,15600.0
2268917,5.46,170.0
2268955,6.13,20400.0
2269001,5.28,9900.0
2269005,4.76,2100.0
2269167,6.1,10300.0
2269187,6.23,9500.0
2269190,5.75,4000.0
2269368,5.7,17200.0
2269371,7.17,9700.0
2269500,6.64,5275.5
2269501,5.45,8000.0
2269532,6.35,7860.0
2269658,6.54,2600.0
2269775,6.66,8265.0
2269834,6.63,130.7
2269840,6.34,10380.0
2269917,6.86,1741.0
2270045,6.27,3400.0
2270111,5.09,4560.0
2270384,4.52,5800.0
2270462,4.96,1510.0
2270637,3.58,13000.0
2271051,5.91,1325.0
2271144,4.06,5790.0
2271151,5.86,20800.0
2271213,5.6,75400.0
2271359,6.84,139.0
2271361,4.86,400.0
2271447,5.25,22900.0
2271535,6.63,3000.0
2271559,4.56,260.0
2271601,5.28,140.0
2271776,5.44,2150.0
2271860,6.64,830.1
2271906,6.35,16080.0
2271948,4.35,7700.0
2272175,4.25,5950.0
2272191,5.09,7900.0
2272270,3.27,4100.0
2272322,5.89,3200.0
2272347,5.33,420.0
2272437,4.34,2400.0
2272438,5.09,61.33
2272614,6.14,20400.0
2272617,3.58,6770.0
2272788,7.13,20000.0
2272926,5.24,7520.0
2272960,6.22,12240.0
2273072,6.54,1400.0
2273237,6.81,425.8
2273316,6.7,498.0
2273676,6.02,31100.0
2273981,5.07,2175.0
2274138,3.8,6670.0
2274285,6.42,237.4
2274311,6.44,140.9
2274360,6.81,1684.0
2274504,5.58,12900.0
2274591,5.07,13600.0
2274602,4.06,2800.0
2274649,5.88,5000.0
2274774,3.94,9900.0
2274814,6.96,9.0
2274891,3.33,4720.0
2274953,5.08,370.0
2274989,4.42,3420.0
2275224,6.08,102.0
2275225,6.74,1800.0
2275235,6.35,10400.0
2275290,5.86,190.0
2275313,4.33,6700.0
2275382,5.48,120.0
2275576,5.1,6200.0
2275709,6.0,7200.0
2275730,5.68,8100.0
2275740,5.89,460.0
2275854,6.26,354.8
2275870,5.44,930.0
2275990,3.21,10500.0
2275996,6.13,60500.0
2276120,5.96,7200.0
2276349,6.69,355.4
2276359,5.52,91.9
2276377,6.11,100.0
2276416,2.71,39000.0
2276450,4.23,10500.0
2276679,6.73,58.7
2276697,6.48,3540.0
2276731,5.48,2.9
2276762,6.81,2424.0
2276801,5.42,23500.0
2276829,5.25,13200.0
2276837,5.51,210.0
2276855,3.56,2800.0
2276915,5.09,7300.0
2276968,1.97,93000.0
2277107,6.08,16300.0
2277212,2.74,42000.0
2277408,3.86,3660.0
2277500,6.4,6000.0
2277665,5.88,22200.0
2277732,6.73,151.7
2277753,7.13,3815.0
2277763,6.11,172.1
2277902,3.52,2800.0
2277931,6.44,6500.0
2278143,4.42,14300.0
2278368,5.64,22100.0
2278617,3.56,6970.0
2278726,4.96,9200.0
2278794,5.32,640.0
2278970,6.92,2850.0
2279025,5.59,7.3
2279067,5.62,46300.0
2279077,6.88,540.0
2279117,5.55,570.0
2279127,5.94,2000.0
2279206,6.55,3003.5
2279208,4.72,1300.0
2279355,4.71,3990.535
2279386,3.37,3850.0
2279393,6.55,3200.0
2279572,5.91,24200.0
2279614,5.06,1900.0
2279618,3.97,5400.0
2279639,6.61,2480.0
2279716,6.43,1909.0
2279742,5.73,150.0
2279758,5.93,84150.0
2280125,6.28,6960.0
2280156,6.25,13990.0
2280188,5.43,120.0
2280210,3.36,2800.0
2280347,3.76,7690.0
2280410,6.73,7175.0
2280470,6.26,11400.0
2280928,5.61,5322.0
2280962,5.78,260.0
2280966,4.38,371.0
2281018,7.36,12.0
2281055,5.69,11800.0
2281166,5.67,266.4
2281262,5.74,588.0
2281301,5.55,58.0
2281442,5.35,574.0
2281455,5.44,6527.0
2281477,5.88,11700.0
2281493,3.7,1000.0
2281591,5.85,12140.0
2281889,5.05,19.0
2281992,5.89,13700.0
2282004,5.28,2670.0
2282076,5.7,95.5
2282081,5.53,133.0
2282110,5.76,17300.0
2282239,1.04,9900.0
2282447,5.34,92.0
2282454,5.23,1000.0
2282500,1.56,15900.0
2282643,4.59,3400.0
2282844,5.49,394.0
2282936,4.46,3400.0
2283067,6.05,44100.0
2283091,6.03,62.0
2283142,5.23,50.0
2283167,8.21,0.6
2283179,5.19,6740.0
2283247,6.03,6848.0
2283589,6.04,62.0
2283641,5.23,29.0
2283753,5.98,1090.0
2283842,5.35,140.0
2283921,1.29,15400.0
2284074,6.52,57620.0
2284153,5.74,33200.0
2284199,4.62,3220.0
2284246,7.6,12.0
2284247,5.97,6050.0
2284310,5.91,3956.0
2284376,4.39,13.0
2284467,5.86,2400.0
2284528,4.97,3040.0
2284641,7.27,12.0
2284934,5.37,25.0
2285013,5.19,55.0
2285058,5.74,2500.0
2285104,5.69,10040.0
2285248,5.83,612.0
2285279,5.45,39.4
2285312,5.5,1920.0
2285388,4.88,53.0
2285451,5.69,37000.0
2285627,4.68,3500.0
2285764,5.05,829.0
2285782,4.62,3600.0
2285919,5.35,234.0
2286112,5.95,78.6
2286137,5.96,481.0
2286143,3.77,455.0
2286261,5.29,11000.0
2286348,7.86,0.4
2286355,4.98,82500.0
2286487,6.15,62.0
2286498,5.82,2500.0
2286506,5.58,85.0
2286522,4.45,420.0
2286540,5.72,111.0
2286640,7.32,12.0
2286780,7.53,12.0
2286826,5.62,35000.0
2286833,4.71,3460.0
2286892,4.57,23700.0
2286982,6.42,29610.0
2287033,7.47,12.0
2287036,5.11,16500.0
2287038,5.82,384.0
2287464,5.93,351.0
2287547,7.88,0.8
2287588,1.68,52700.0
2287617,5.92,6280.0
2287636,5.17,22000.0
2287696,2.89,25600.0
2287822,1.84,78800.0
2287835,6.48,13590.0
2287895,7.42,12.0
2287970,6.03,62.0
2288129,5.75,8287.0
2288165,5.44,46.5
2288620,6.04,8900.0
2288678,5.81,6178.0
2288686,4.28,3580.0
2288711,6.98,3500.0
2288831,5.78,12400.0
2289247,5.55,15900.0
2289337,4.7,3500.0
2289356,5.72,20000.0
2289629,5.03,1670.0
2289674,5.76,46.5
2289680,5.17,670.0
2289758,5.7,9000.0
2289918,5.75,2500.0
2289968,5.99,1750.0
2290091,7.11,12.0
2290153,5.2,240.0
2290273,5.54,75000.0
2290292,6.29,25000.0
2290728,6.94,10000.0
2290746,5.38,533.0
2290929,5.12,416.0
2290965,5.51,2720.0
2291028,5.51,1950.0
2291291,5.88,50500.0
2291299,7.04,8000.0
2291345,5.94,67.5
2291422,6.09,62.0
2291431,5.81,2500.0
2291459,5.36,55200.0
2291495,1.76,16200.0
2291624,7.63,760.0
2291770,5.23,2245.0
2291831,4.75,14300.0
2291854,6.03,62.0
2291946,5.2,19000.0
2292055,6.0,105.1
2292395,8.21,0.3
2292442,7.87,0.75
2292474,5.54,7300.0
2292603,1.73,17900.0
2292956,5.84,66.0
2293099,5.26,172.0
2293507,5.46,63.0
2293669,5.82,9200.0
2293789,5.66,14400.0
2294089,2.87,900.0
2294130,5.22,2610.0
2294213,5.98,9200.0
2294366,6.1,2360.0
2294427,5.03,420.0
2294547,6.53,10390.0
2294579,7.07,3600.0
2294596,5.39,58.0
2294646,5.26,712.0
2294890,6.1,2080.0
2294925,4.49,23750.0
2295080,7.27,17.0
2295305,6.07,62.0
2295306,5.18,28.0
2295360,5.2,29.0
2295381,4.45,430.0
2295524,5.36,857.0
2295551,5.46,4642.0
2295774,6.08,200.0
2295777,5.39,1000.0
2296545,5.47,473.0
2296668,5.36,40580.0
2296713,6.01,185.0
2296755,4.99,189.0
2296785,5.91,62.0
2296788,5.96,1400.0
2296791,4.69,24000.0
2296812,1.91,11100.0
2296863,7.84,0.85
2296939,5.71,390.9
2296941,5.88,8142.0
2298023,6.2,1400.0
2299861,6.11,3.7
2300502,5.3,28300.0
2300960,5.96,0.064
2301025,5.74,9750.0
2303105,5.0,20200.0
2303348,4.83,7900.0
2304077,4.86,26400.0
2304855,4.65,29600.0
2306709,6.0,6810.0
2307278,5.01,17400.0
2308083,4.99,8300.0
2308539,4.47,31500.0
2309227,5.51,14940.0
2309698,5.6,1610.0
2309809,5.41,5400.0
2313607,5.33,8800.0
2314267,5.5,17740.0
2314637,4.82,51700.0
2314689,4.99,26600.0
2315476,4.94,29800.0
2316051,5.93,16080.0
2316281,6.02,632.0
2316345,5.15,161.0
2316363,5.33,2000.0
2316753,6.2,4615.0
2317516,5.78,205.0
2317583,4.91,1201.13
2317595,5.35,45.5
2317697,6.44,3450.0
2317793,5.16,5200.0
2317892,5.17,1997.63
2317900,5.22,14.0
2317975,5.69,76.0
2318003,5.74,77.0
2318298,6.28,93.0
2318347,5.87,4100.0
2318370,5.99,72.0
2318703,4.61,42000.0
2318750,5.33,19100.0
2318774,6.0,15100.0
2319041,5.98,241.0
2319189,5.72,49.0
2319393,5.8,178.0
2319569,5.18,18150.0
2319830,5.24,12301.345
2320559,5.73,1087.0
2320562,5.27,570.0
2320565,5.73,144.0
2320895,5.67,107.0
2320967,5.3,71.0
2321034,4.96,15067.805
2321041,2.07,23700.0
2321134,3.82,8500.0
2321221,5.88,231.0
2321352,5.0,5497.705
2321466,5.8,69.0
2321478,5.76,290.0
2321486,6.9,18400.0
2321618,5.71,29.0
2321774,5.82,8200.0
2321828,5.96,67.0
2321984,6.18,13060.0
2322054,5.51,470.0
2322204,5.48,8400.0
2322500,5.61,37.0
2322541,5.87,148.0
2322664,5.53,8700.0
2322862,5.75,94.0
2322926,5.94,61.0
2323230,5.99,57.0
2323322,6.51,13600.0
2323556,5.91,235.0
2323894,6.29,30.0
2324005,5.14,5800.0
2324395,5.47,280.0
2324456,4.94,64282.71
2324657,6.62,4215.0
2324823,7.6,1000.0
2324840,6.19,57000.0
2324956,7.25,130.0
2325176,5.36,18800.0
2325232,5.76,37.8
2325377,5.88,19760.0
2325435,5.73,222.0
2325584,5.52,9800.0
2325608,6.44,6000.0
2325628,6.2,28845.0
2325706,4.89,3400.0
2325800,5.24,7222.18
2325846,5.77,130.0
2325916,5.98,237.0
2326030,5.3,4600.0
2326212,6.29,247.0
2326213,5.6,140.0
2326275,5.93,62.0
2326316,5.74,78.0
2326622,5.8,191.0
2326627,5.66,20800.0
2326927,6.03,1120.0
2326984,5.4,77.0
2327091,5.17,203.0
2327845,5.56,12500.0
2328123,5.34,1344.48
2328854,5.09,215.0
2329013,5.69,11700.0
2329024,7.55,520.0
2329090,5.96,2090.0
2329152,6.28,4470.0
2329282,6.57,63000.0
2329340,5.8,74.0
2329398,5.53,9900.0
2329453,3.05,8200.0
2329533,4.06,5800.0
2329618,6.11,41.0
2329699,5.64,955.0
2329746,6.0,4305.0
2329827,5.32,4700.0
2329854,5.8,7000.0
2329900,5.62,56.0
2329954,6.21,4105.0
2330039,5.85,197.0
2330348,5.98,449.0
2330411,6.01,82.0
2330514,5.36,7800.0
2330701,5.44,490.0
2330923,6.19,1760.0
2331027,5.98,242.0
2331192,5.57,1367.0
2331196,5.82,47.0
2331426,5.77,248.0
2331488,6.39,4245.0
2331521,5.81,369.0
2331904,6.1,268.0
2332259,5.5,126.0
2332315,4.96,1206.13
2332366,5.49,14200.0
2332604,5.22,1294.125
2332646,5.66,108.0
2332650,5.91,56.0
2332725,5.8,80.0
2333093,6.02,162.0
2333108,5.85,37.0
2333134,5.87,137.0
2333265,4.99,15800.0
2333444,5.83,330.0
2333491,5.53,8400.0
2333731,5.8,174.0
2333895,5.47,5200.0
2333922,5.87,4000.0
2334110,5.82,160.0
2334176,5.93,173.0
2334216,5.73,77.0
2334551,6.06,300.0
2334593,3.56,3300.0
2341690,5.23,1080.0
2341705,5.16,29100.0
2341765,5.73,1150.0
2341883,5.04,33000.0
2342273,5.09,195.0
2342319,5.15,54800.0
2342416,6.65,1119.44
2342578,4.39,12000.0
2342959,4.98,14.2
2343110,3.99,265.0
2343431,6.05,96.08
2343613,5.98,25.0
2343669,6.54,719.45
2343696,4.49,2500.0
2343853,6.12,334.85
2344043,6.17,1100.0
2344270,6.51,66.99
2344281,5.04,3260.0
2344489,5.24,20540.0
2344589,5.46,1010.0
2344686,5.19,9600.0
2344987,4.62,2700.0
2345175,6.36,3200.0
2345238,5.3,140.0
2345346,7.49,1.4
2345378,6.52,1258.93
2345418,4.61,8400.0
2345679,5.06,1800.0
2345735,5.28,180.0
2345745,6.06,230.0
2345919,5.25,81000.0
2345995,5.08,31.0
2346180,5.89,740.0
2346328,4.77,4970.0
2346415,5.9,270.0
2347241,5.07,44700.0
2347343,3.88,5060.0
2347631,5.68,52.99
2347779,5.95,7900.0
2347781,5.74,4710.0
2348243,5.93,810.0
2348275,5.89,4530.0
2348636,5.17,4090.0
2348857,5.91,600.0
2349264,4.78,230.0
2349288,6.06,138.2
2349510,5.92,39.8
2349593,5.74,822.0
2350014,6.16,41.13
2350259,5.41,2260.0
2350462,6.36,561.0
2350644,5.67,520.0
2350909,5.84,330.0
2350935,6.14,5475.0
2351252,4.41,0.19
2351295,5.57,88.0
2351318,4.66,800.0
2351515,5.3,11000.0
2351689,5.19,203.0
2351713,6.76,0.18
2351739,6.68,920.45
2351789,6.07,33.5
2352317,6.61,839.46
2352390,6.0,7740.0
2352563,5.92,89.0
2352592,5.72,1300.0
2352616,7.49,2.8
2352836,5.86,468.5
2352894,5.61,508.0
2353050,6.68,839.46
2353156,5.0,208.0
2353333,5.83,1130.0
2353406,5.7,357.5
2353804,6.35,3590.0
2353919,4.86,1950.0
2354027,5.31,3340.0
2354201,6.26,4600.0
2354453,5.23,240.0
2354627,6.75,3600.0
2354667,4.68,900.0
2354891,5.76,64050.0
2355161,5.35,1490.0
2355257,5.4,74.0
2355414,3.85,15800.0
2355778,4.66,8300.0
2355921,5.92,161.75
2356155,4.84,24100.0
2356250,6.08,5.0
2356427,8.03,27000.0
2356633,4.67,14440.0
2356679,5.97,7740.0
2356748,4.92,9600.0
2357019,5.56,1300.0
2357452,5.47,8740.0
2357787,6.36,56.2
2358086,6.18,20.14
2358103,6.28,6600.0
2358625,5.54,871.0
2359075,5.8,59.0
2359183,4.64,19600.0
2359365,5.34,280.0
2359610,5.64,541.0
2360257,4.92,3270.0
2360484,5.4,170.0
2360517,5.46,4420.0
2360537,5.67,2330.0
2360662,4.95,1700.0
2360691,5.84,80.0
2360817,3.91,13400.0
2361307,5.72,110.0
2361427,6.21,12000.0
2361589,5.84,562.4
2361901,5.4,34.0
2361918,4.92,1600.0
2361993,5.17,6110.0
2362039,6.5,1900.0
2362161,6.33,8100.0
2362383,7.89,161.2
2362540,6.32,49.2
2362662,6.55,1300.0
2363349,5.12,4990.0
2363354,4.86,968.0
2363705,7.76,110.5
2363710,5.66,1670.0
2363904,6.58,1051.96
2364068,5.56,6720.0
2364356,5.66,80.0
2364783,6.37,31.9
2364838,6.47,17200.0
2364888,7.91,50.2
2365076,5.4,1800.0
2365112,4.76,15000.0
2365267,6.0,148.6
2365318,5.71,3810.0
2365521,5.61,1160.0
2365565,5.67,1680.0
2365823,5.22,8790.0
2365930,5.31,212.0
2366211,5.02,1100.0
2366232,5.02,130.0
2366282,5.76,1620.0
2366306,6.57,680.77
2366679,6.56,1011.58
2366942,6.31,2300.0
2367404,5.65,7740.0
2367769,5.34,207.0
2368468,5.45,20300.0
2368563,5.85,7380.0
2368831,5.59,5900.0
2369027,6.55,1100.0
2369098,4.43,19000.0
2369672,5.72,50.0
2370029,5.56,5280.0
2370099,5.83,376.0
2370524,5.93,600.0
2370561,4.85,100.0
2370592,5.71,7740.0
2370601,4.84,350.0
2370607,5.56,270.0
2370838,6.61,7500.0
2371824,6.03,67.5
2372028,4.68,680.0
2372834,5.59,1500.0
2372902,4.19,12709.0
2373235,5.76,4560.0
2373837,5.26,10200.0
2373895,4.38,14100.0
2374043,5.14,153.0
2374093,4.53,755.0
2374414,5.59,37690.0
2374488,4.18,29100.0
2374667,5.58,1940.0
2375052,5.21,1200.0
2375118,6.56,719.45
2375208,5.24,2140.0
2375279,5.01,780.0
2375551,5.21,280.0
2375682,5.63,40.73
2375686,6.55,1279.38
2375879,6.16,66.01
2376054,4.52,99000.0
2376161,5.93,83.0
2376259,5.83,600.0
2376605,5.27,79.4
2376608,5.36,2600.0
2376931,6.37,5500.0
2376937,4.9,960.0
2377158,5.75,33.6
2377205,6.37,1279.38
2377327,5.89,75.1
2377373,4.88,250.0
2377724,6.06,220.0
2377872,3.98,5400.0
2378144,4.59,16000.0
2378326,5.04,123.35
2378342,5.24,102.0
2378546,5.43,8930.0
2378558,5.32,640.0
2378765,6.81,7000.0
2378857,4.47,28000.0
2378907,5.66,325.5
2379152,6.05,506.0
2379353,5.89,12580.0
2379757,6.09,84.24
2379774,5.14,270.0
2379860,6.61,719.45
2379901,6.66,7900.0
2380651,6.03,7130.0
2380944,4.69,2520.0
2380960,6.12,437.85
2380971,5.96,2342.0
2381151,5.5,7120.0
2381168,0.62,45.0
2381410,4.25,3203.71
2381420,6.19,2600.0
2381634,6.41,18000.0
2382075,4.8,720.0
2382117,5.68,4620.0
2382298,5.59,1.1
2382668,5.48,6130.0
2382968,5.96,350.0
2383046,4.91,900.0
2383063,5.15,25.2
2383151,6.87,61300.0
2383306,5.25,5300.0
2383552,6.64,1520.55
2384328,5.11,11300.0
2384357,5.87,53.29
2384481,4.78,280.0
2384519,4.75,890.0
2384535,5.26,140.0
2384598,4.83,690.0
2384610,4.21,410.0
2385420,5.64,29000.0
2385542,4.06,15.0
2385602,4.58,1340.0
2385942,5.8,3640.0
2386240,6.88,4810.0
2386599,5.25,600.0
2386823,4.72,8400.0
2386978,6.45,6600.0
2387161,6.54,66.99
2387296,5.01,18000.0
2387358,5.56,146.56
2387364,5.63,1200.0
2387575,5.23,890.0
2387904,5.2,190.0
2388131,4.9,2000.0
2388277,5.15,150.0
2388722,5.65,5300.0
2389202,4.27,1300.0
2389208,3.96,1436.0
2389459,5.51,1200.0
2389520,4.95,360.0
2389608,4.36,7786.0
2390335,4.52,7400.0
2390378,5.88,3620.0
2390575,5.24,4420.0
2390725,5.74,4980.0
2391028,5.25,23900.0
2391161,6.57,779.83
2391786,4.65,13.0
2392531,4.6,1410.0
2392713,4.6,4300.0
2392965,5.38,88.0
2393054,5.94,96.0
2393288,4.88,98.0
2393310,5.82,59.7
2393411,5.94,5520.0
2394006,5.64,7740.0
2394114,4.17,2082.0
2394408,4.83,58.0
2394458,6.31,80.0
2395163,6.08,6220.0
2396387,5.66,1590.0
2396928,5.71,340.0
2397410,5.81,98.9
2397741,5.87,38.0
2397989,6.76,3230.0
2398337,5.28,7200.0
2398464,5.96,2730.0
2398549,5.35,1810.0
2399541,5.06,3150.0
2399954,5.26,4400.0
2401403,5.64,847.0
2401725,5.64,5990.0
2402193,5.1,213.0
2402379,3.6,22.0
2402398,5.78,252.0
2403028,4.32,22000.0
2403176,6.19,11.5
2403587,4.44,11000.0
2403629,5.51,55.99
2403774,5.19,2500.0
2404358,4.28,31500.0
2404449,4.53,5200.0
2404588,5.96,19000.0
2404612,5.95,3110.0
2404883,5.08,58000.0
2404914,3.76,1100.0
2404964,5.19,8800.0
2405283,6.28,600.0
2405341,5.23,1000.0
2405352,5.8,5600.0
2405920,3.69,760.0
2406144,5.41,80.0
2406148,6.2,12800.0
2406823,4.95,58.0
2406864,4.8,460.0
2406909,5.2,130.0
2406926,6.37,4100.0
2406935,6.57,1238.8
2407261,6.77,52400.0
2407263,4.71,3000.0
2407492,4.97,83.0
2407633,6.75,53700.0
2407774,5.6,4710.0
2407953,5.67,3200.0
2408053,5.64,774.0
2408312,4.76,2370.0
2409345,5.91,600.0
2409370,6.32,120.4
2409987,4.39,9000.0
2410286,4.44,750.0
2410352,4.73,31700.0
2410825,5.92,191.0
2410925,3.79,91.0
2411292,6.77,55000.0
2412150,4.84,22700.0
2412805,6.65,719.45
2412930,5.1,422.4
2413164,4.8,160.0
2413576,6.31,458.5
2413965,5.91,45.0
2414137,5.87,2020.0
2414179,6.17,3968.0
2414274,5.84,42.7
2414275,6.61,879.02
2415098,4.47,10149.0
2415115,5.43,3180.0
2415345,5.87,8600.0
2416291,5.82,610.0
2416626,6.19,5250.0
2416966,6.42,14600.0
2417371,6.33,15000.0
2417840,3.29,200.0
2417854,4.84,1194.0
2418186,5.08,590.0
2418235,6.22,66.9
2418546,5.3,380.0
2418560,6.2,19000.0
2418622,6.06,129.8
2418948,5.07,1231.0
2419360,3.36,2200.0
2419453,6.69,699.84
2419579,3.64,951.0
2419717,5.33,840.0
2419891,5.16,5500.0
2420734,5.69,54.0
2420925,4.75,900.0
2421183,5.63,14.2
2421567,5.21,630.0
2421604,5.47,410.0
2421703,4.84,69.0
2422031,4.69,420.0
2422289,6.96,50000.0
2422536,5.84,600.0
2422620,4.31,12700.0
2423428,5.44,230.0
2424346,6.49,7700.0
2424554,4.16,18100.0
2424607,5.68,10090.0
2424736,6.29,1000.0
2424741,5.51,5620.0
2425372,7.0,50000.0
2425439,5.62,8780.0
2425475,4.69,1400.0
2425502,5.23,2480.0
2425751,6.08,121.1
2426033,7.4,112.5
2426062,5.3,580.0
2426100,6.58,1200.0
2426106,6.43,146.0
2426180,5.27,110.0
2426563,5.84,280.0
2426665,4.34,1760.0
2426898,5.83,1600.0
2427326,5.38,2600.0
2427384,3.83,395.0
2427972,5.14,2180.0
2428312,4.69,8100.0
2428979,5.57,640.0
2428982,6.09,4270.0
2429149,5.95,480.0
2430094,6.18,15.45
2430216,4.02,610.0
2430561,6.53,6300.0
2430600,4.26,73000.0
2430705,5.39,2360.0
2430817,4.27,1565.0
2430894,4.85,80.0
2431219,4.7,260.0
2431624,3.93,2400.0
2431868,4.86,2900.0
2432074,6.12,480.0
2432201,3.97,120.0
2432294,4.68,86.0
2432588,5.19,1500.0
2432609,5.71,837.0
2433066,5.27,452.0
2433311,4.89,350.0
2433482,4.56,19830.0
2434066,4.18,200.0
2434328,5.74,990.0
2434348,4.9,10030.0
2434702,5.42,8110.0
2434869,5.99,51.2
2434881,4.9,910.0
2435294,5.76,21000.0
2435597,7.0,22000.0
2435942,6.07,37.85
2436069,6.74,0.22
2436587,5.32,460.0
2436955,6.07,237.47
2437526,5.29,83.0
2437642,6.52,779.83
2437756,6.25,20.0
2437896,6.36,12000.0
2437995,6.19,7120.0
2438754,4.26,1258.93
